tract,race,med_income
Census Tract 1.01; Queens County; New York,White,124885
Census Tract 366; Queens County; New York,Black,76181
Census Tract 367; Bronx County; New York,Hispanic,NA
Census Tract 367; Kings County; New York,Hispanic,66410
Census Tract 367; Queens County; New York,Hispanic,54750
Census Tract 368; Bronx County; New York,Black,66563
Census Tract 368; Queens County; New York,Black,85455
Census Tract 369.01; Bronx County; New York,Hispanic,25469
Census Tract 369.02; Bronx County; New York,Hispanic,15000
Census Tract 369; Kings County; New York,Black,38036
Census Tract 36; Kings County; New York,White,85183
Census Tract 36; Queens County; New York,Hispanic,86582
Census Tract 36; Richmond County; New York,White,88155
Census Tract 370; Bronx County; New York,Black,82039
Census Tract 370; Kings County; New York,White,79688
Census Tract 371; Bronx County; New York,Hispanic,21250
Census Tract 371; Kings County; New York,Black,98281
Census Tract 371; Queens County; New York,Hispanic,69424
Census Tract 372; Bronx County; New York,Hispanic,68030
Census Tract 373; Bronx County; New York,Hispanic,50232
Census Tract 373; Kings County; New York,Black,71518
Census Tract 373; Queens County; New York,Hispanic,78413
Census Tract 374.01; Kings County; New York,White,56667
Census Tract 374.02; Kings County; New York,White,57667
Census Tract 374; Bronx County; New York,Hispanic,36398
Census Tract 375.01; Queens County; New York,Hispanic,56458
Census Tract 375.02; Queens County; New York,Hispanic,68725
Census Tract 375.04; Bronx County; New York,Hispanic,29330
Census Tract 375; Kings County; New York,Black,80268
Census Tract 376; Bronx County; New York,Hispanic,69345
Census Tract 376; Queens County; New York,Black,112708
Census Tract 377; Kings County; New York,Black,77302
Census Tract 377; Queens County; New York,Hispanic,88286
Census Tract 378; Bronx County; New York,Black,43333
Census Tract 379; Bronx County; New York,Hispanic,35431
Census Tract 379; Kings County; New York,Black,49427
Census Tract 379; Queens County; New York,Hispanic,77904
Census Tract 37; Bronx County; New York,Hispanic,NA
Census Tract 37; Kings County; New York,White,169709
Census Tract 37; New York County; New York,White,246250
Census Tract 380; Bronx County; New York,Black,41942
Census Tract 381; Bronx County; New York,Hispanic,36722
Census Tract 381; Kings County; New York,Black,56909
Census Tract 381; Queens County; New York,Hispanic,75521
Census Tract 382; Bronx County; New York,Black,73077
Census Tract 382; Kings County; New York,Black,20908
Census Tract 383.01; Bronx County; New York,Hispanic,47394
Census Tract 383.03; Bronx County; New York,Hispanic,26837
Census Tract 383.04; Bronx County; New York,Hispanic,20625
Census Tract 383; Kings County; New York,Black,82286
Census Tract 384; Queens County; New York,Black,97946
Census Tract 385; Bronx County; New York,Hispanic,24605
Census Tract 385; Kings County; New York,Black,90275
Census Tract 386; Bronx County; New York,Black,62340
Census Tract 386; Kings County; New York,White,90219
Census Tract 387; Bronx County; New York,Hispanic,42174
Census Tract 387; Kings County; New York,Black,76150
Census Tract 388; Bronx County; New York,Black,63341
Census Tract 388; Kings County; New York,White,76221
Census Tract 389; Bronx County; New York,Hispanic,42574
Census Tract 389; Kings County; New York,Hispanic,83036
Census Tract 38; Bronx County; New York,Hispanic,88077
Census Tract 38; Kings County; New York,White,142644
Census Tract 38; New York County; New York,White,68647
Census Tract 38; Queens County; New York,Hispanic,85859
Census Tract 390; Bronx County; New York,Black,59758
Census Tract 390; Kings County; New York,White,78088
Census Tract 391; Bronx County; New York,Hispanic,31769
Census Tract 391; Kings County; New York,Hispanic,96870
Census Tract 392; Bronx County; New York,Black,61458
Census Tract 392; Kings County; New York,White,54276
Census Tract 393; Bronx County; New York,Hispanic,31107
Census Tract 393; Kings County; New York,Hispanic,98672
Census Tract 394; Bronx County; New York,Hispanic,62712
Census Tract 394; Kings County; New York,White,50139
Census Tract 394; Queens County; New York,Black,99950
Census Tract 395; Bronx County; New York,Hispanic,23194
Census Tract 395; Kings County; New York,Black,52188
Census Tract 396; Bronx County; New York,Black,41547
Census Tract 396; Kings County; New York,White,82868
Census Tract 397; Bronx County; New York,White,35493
Census Tract 397; Kings County; New York,Black,79087
Census Tract 398; Bronx County; New York,Black,51629
Census Tract 398; Kings County; New York,Asian,81078
Census Tract 398; Queens County; New York,Black,123864
Census Tract 399.01; Bronx County; New York,Hispanic,39524
Census Tract 399.01; Queens County; New York,Hispanic,111563
Census Tract 399.02; Bronx County; New York,Hispanic,50534
Census Tract 399.02; Queens County; New York,Hispanic,57784
Census Tract 399; Kings County; New York,Hispanic,61543
Census Tract 39; Bronx County; New York,Hispanic,20640
Census Tract 39; Kings County; New York,White,136307
Census Tract 39; New York County; New York,White,190588
Census Tract 39; Queens County; New York,Hispanic,53468
Census Tract 39; Richmond County; New York,White,84038
Census Tract 3; Richmond County; New York,White,74258
Census Tract 40.01; Bronx County; New York,Hispanic,70536
Census Tract 40.01; New York County; New York,White,122383
Census Tract 40.01; Queens County; New York,Hispanic,82176
Census Tract 40.01; Richmond County; New York,Black,59732
Census Tract 40.02; New York County; New York,White,153838
Census Tract 40.02; Queens County; New York,Asian,46552
Census Tract 40.02; Richmond County; New York,Black,126295
Census Tract 40.03; Richmond County; New York,Black,24107
Census Tract 40.04; Richmond County; New York,Hispanic,NA
Census Tract 400; Kings County; New York,Asian,56541
Census Tract 400; Queens County; New York,Black,96354
Census Tract 401.01; Queens County; New York,Hispanic,58512
Census Tract 401.02; Queens County; New York,Hispanic,71283
Census Tract 401; Bronx County; New York,Hispanic,26406
Census Tract 401; Kings County; New York,Hispanic,60750
Census Tract 402; Kings County; New York,Asian,67986
Census Tract 402; Queens County; New York,Black,131761
Census Tract 403.01; Queens County; New York,Hispanic,34457
Census Tract 403.02; Bronx County; New York,Hispanic,40938
Census Tract 403.02; Queens County; New York,Hispanic,75385
Census Tract 403.03; Bronx County; New York,Hispanic,39023
Census Tract 403.04; Bronx County; New York,Hispanic,33218
Census Tract 403; Kings County; New York,Black,86309
Census Tract 404; Bronx County; New York,Black,83333
Census Tract 404; Kings County; New York,Asian,98482
Census Tract 404; Queens County; New York,Black,85063
Census Tract 405.01; Bronx County; New York,Hispanic,42037
Census Tract 405.01; Queens County; New York,Hispanic,95159
Census Tract 405.02; Bronx County; New York,Hispanic,39486
Census Tract 405.02; Queens County; New York,Hispanic,88893
Census Tract 405; Kings County; New York,Hispanic,66362
Census Tract 406; Bronx County; New York,Black,48157
Census Tract 406; Kings County; New York,Asian,75885
Census Tract 407.01; Bronx County; New York,Hispanic,50068
Census Tract 407.01; Queens County; New York,Hispanic,79558
Census Tract 407.02; Bronx County; New York,Hispanic,34724
Census Tract 407.02; Queens County; New York,Hispanic,93182
Census Tract 408; Bronx County; New York,Hispanic,35476
Census Tract 408; Kings County; New York,Asian,90000
Census Tract 409.01; Queens County; New York,Hispanic,98750
Census Tract 409.02; Queens County; New York,Hispanic,70104
Census Tract 409; Bronx County; New York,Black,58466
Census Tract 409; Kings County; New York,Hispanic,63626
Census Tract 410; Kings County; New York,White,57000
Census Tract 411; Bronx County; New York,Hispanic,42484
Census Tract 411; Kings County; New York,Hispanic,58377
Census Tract 411; Queens County; New York,Hispanic,64568
Census Tract 412; Kings County; New York,White,115714
Census Tract 413; Bronx County; New York,Hispanic,62386
Census Tract 413; Kings County; New York,Hispanic,86190
Census Tract 413; Queens County; New York,Hispanic,71932
Census Tract 414.01; Kings County; New York,White,52750
Census Tract 414.02; Kings County; New York,White,45625
Census Tract 414; Bronx County; New York,Black,63603
Census Tract 414; Queens County; New York,Black,86495
Census Tract 415; Bronx County; New York,Hispanic,42188
Census Tract 415; Kings County; New York,Hispanic,93211
Census Tract 415; Queens County; New York,Hispanic,65112
Census Tract 416; Kings County; New York,White,62050
Census Tract 417; Kings County; New York,Hispanic,31250
Census Tract 418; Bronx County; New York,Black,58090
Census Tract 418; Kings County; New York,White,53830
Census Tract 419; Bronx County; New York,Hispanic,49667
Census Tract 419; Kings County; New York,Hispanic,62656
Census Tract 41; Bronx County; New York,Hispanic,27328
Census Tract 41; Kings County; New York,White,214275
Census Tract 41; New York County; New York,White,100096
Census Tract 420; Bronx County; New York,Hispanic,32672
Census Tract 420; Kings County; New York,White,82606
Census Tract 421; Bronx County; New York,Hispanic,52714
Census Tract 421; Kings County; New York,Hispanic,97250
Census Tract 422; Bronx County; New York,Black,72091
Census Tract 422; Kings County; New York,White,67277
Census Tract 423; Bronx County; New York,Hispanic,63723
Census Tract 423; Kings County; New York,Hispanic,95506
Census Tract 424; Bronx County; New York,Black,97083
Census Tract 424; Kings County; New York,Asian,65278
Census Tract 424; Queens County; New York,Black,77445
Census Tract 425; Bronx County; New York,Hispanic,42839
Census Tract 425; Kings County; New York,Hispanic,89044
Census Tract 426; Bronx County; New York,Black,87763
Census Tract 426; Kings County; New York,White,77500
Census Tract 426; Queens County; New York,Black,NA
Census Tract 427; Kings County; New York,Hispanic,91750
Census Tract 427; Queens County; New York,Hispanic,52007
Census Tract 428; Bronx County; New York,Black,104205
Census Tract 428; Kings County; New York,White,78807
Census Tract 429.01; Bronx County; New York,Hispanic,41658
Census Tract 429.02; Bronx County; New York,Hispanic,48162
Census Tract 429; Kings County; New York,Hispanic,67908
Census Tract 42; Bronx County; New York,Hispanic,52423
Census Tract 42; New York County; New York,White,163750
Census Tract 42; Queens County; New York,Asian,92677
Census Tract 430; Bronx County; New York,Black,78482
Census Tract 430; Kings County; New York,Asian,52652
Census Tract 431.01; Bronx County; New York,Hispanic,39792
Census Tract 431.02; Bronx County; New York,Hispanic,38569
Census Tract 431; Kings County; New York,Hispanic,86530
Census Tract 432; Kings County; New York,Asian,81548
Census Tract 432; Queens County; New York,Black,88355
Census Tract 433; Kings County; New York,Hispanic,40000
Census Tract 434; Bronx County; New York,Black,71849
Census Tract 434; Kings County; New York,White,60724
Census Tract 434; Queens County; New York,Black,98274
Census Tract 435.01; Bronx County; New York,Hispanic,26523
Census Tract 435.03; Bronx County; New York,White,88438
Census Tract 435; Kings County; New York,Hispanic,82967
Census Tract 436; Bronx County; New York,Black,60536
Census Tract 436; Kings County; New York,White,74197
Census Tract 437.01; Queens County; New York,Hispanic,74205
Census Tract 437.02; Queens County; New York,Hispanic,61649
Census Tract 437; Kings County; New York,Hispanic,59643
Census Tract 438; Kings County; New York,White,70344
Census Tract 439; Kings County; New York,Hispanic,71471
Census Tract 439; Queens County; New York,Hispanic,69919
Census Tract 43; Bronx County; New York,Hispanic,34890
Census Tract 43; Kings County; New York,White,162500
Census Tract 43; New York County; New York,White,97133
Census Tract 43; Queens County; New York,Black,24125
Census Tract 44.01; Queens County; New York,Asian,73182
Census Tract 440; Kings County; New York,White,85000
Census Tract 440; Queens County; New York,Black,56518
Census Tract 441; Kings County; New York,Hispanic,63378
Census Tract 442; Bronx County; New York,Black,40089
Census Tract 442; Kings County; New York,White,69722
Census Tract 443.01; Queens County; New York,Hispanic,26172
Census Tract 443.02; Queens County; New York,Hispanic,60654
Census Tract 443; Kings County; New York,Hispanic,94327
Census Tract 444; Bronx County; New York,Black,99960
Census Tract 444; Kings County; New York,White,65500
Census Tract 444; Queens County; New York,Asian,42521
Census Tract 445; Kings County; New York,Hispanic,84318
Census Tract 446.01; Queens County; New York,Hispanic,52653
Census Tract 446.02; Queens County; New York,Asian,44700
Census Tract 446; Kings County; New York,Asian,59464
Census Tract 447; Kings County; New York,White,86595
Census Tract 448; Bronx County; New York,Black,102250
Census Tract 448; Kings County; New York,White,76364
Census Tract 448; Queens County; New York,Asian,65227
Census Tract 449.01; Bronx County; New York,White,98007
Census Tract 449.01; Kings County; New York,Black,55156
Census Tract 449.02; Bronx County; New York,White,88264
Census Tract 44; Bronx County; New York,Hispanic,17319
Census Tract 44; Kings County; New York,White,135474
Census Tract 44; New York County; New York,White,142975
Census Tract 450; Kings County; New York,White,84583
Census Tract 450; Queens County; New York,Asian,137109
Census Tract 451.01; Bronx County; New York,White,73021
Census Tract 451.02; Bronx County; New York,White,93510
Census Tract 452; Kings County; New York,White,71890
Census Tract 452; Queens County; New York,Asian,71550
Census Tract 453; Kings County; New York,Hispanic,61420
Census Tract 454; Kings County; New York,White,88456
Census Tract 454; Queens County; New York,Asian,65610
Census Tract 455; Queens County; New York,Black,75033
Census Tract 456; Bronx County; New York,Black,114525
Census Tract 456; Kings County; New York,White,83289
Census Tract 456; Queens County; New York,Asian,75500
Census Tract 457; Queens County; New York,Asian,78500
Census Tract 458; Bronx County; New York,Hispanic,27753
Census Tract 458; Kings County; New York,White,87708
Census Tract 458; Queens County; New York,Asian,80380
Census Tract 459; Queens County; New York,Asian,78104
Census Tract 45; Kings County; New York,White,165714
Census Tract 45; New York County; New York,White,158393
Census Tract 45; Queens County; New York,White,76688
Census Tract 460; Bronx County; New York,Black,40500
Census Tract 460; Kings County; New York,White,78155
Census Tract 460; Queens County; New York,Asian,67267
Census Tract 461; Queens County; New York,Hispanic,69750
Census Tract 462.01; Kings County; New York,White,40058
Census Tract 462.02; Kings County; New York,White,88092
Census Tract 462.03; Bronx County; New York,Black,41371
Census Tract 462.04; Bronx County; New York,Black,73104
Census Tract 462.05; Bronx County; New York,Black,46401
Census Tract 462.06; Bronx County; New York,Black,48475
Census Tract 462.07; Bronx County; New York,Black,69637
Census Tract 462.08; Bronx County; New York,Black,88817
Census Tract 462.09; Bronx County; New York,Black,31801
Census Tract 462; Queens County; New York,Asian,56062
Census Tract 463; Queens County; New York,Hispanic,70451
Census Tract 464; Kings County; New York,White,63654
Census Tract 464; Queens County; New York,White,109076
Census Tract 465; Queens County; New York,Hispanic,76833
Census Tract 466; Queens County; New York,Asian,71538
Census Tract 467; Queens County; New York,Hispanic,65564
Census Tract 468; Kings County; New York,White,39262
Census Tract 468; Queens County; New York,Asian,81280
Census Tract 469.01; Queens County; New York,Asian,67381
Census Tract 469.02; Queens County; New York,Hispanic,78646
Census Tract 46; Bronx County; New York,Hispanic,17083
Census Tract 46; Kings County; New York,White,NA
Census Tract 470; Kings County; New York,White,69545
Census Tract 470; Queens County; New York,Asian,65833
Census Tract 471; Queens County; New York,Asian,55068
Census Tract 472; Kings County; New York,White,76833
Census Tract 472; Queens County; New York,Asian,116101
Census Tract 473; Queens County; New York,Asian,65538
Census Tract 474; Kings County; New York,White,61544
Census Tract 475; Queens County; New York,Asian,79631
Census Tract 476; Kings County; New York,White,54149
Census Tract 476; Queens County; New York,Asian,109846
Census Tract 477; Kings County; New York,White,176190
Census Tract 478.01; Queens County; New York,White,39962
Census Tract 478.02; Queens County; New York,Black,91483
Census Tract 478; Kings County; New York,White,57228
Census Tract 479; Queens County; New York,Asian,79796
Census Tract 47; Kings County; New York,White,145417
Census Tract 47; New York County; New York,White,148750
Census Tract 47; Queens County; New York,Hispanic,56758
Census Tract 47; Richmond County; New York,White,120893
Census Tract 480; Kings County; New York,White,35088
Census Tract 480; Queens County; New York,Asian,92984
Census Tract 481; Kings County; New York,White,103529
Census Tract 481; Queens County; New York,Asian,69063
Census Tract 482; Kings County; New York,White,53301
Census Tract 482; Queens County; New York,Asian,70766
Census Tract 483.01; Queens County; New York,Asian,69556
Census Tract 483.02; Queens County; New York,Hispanic,86250
Census Tract 484.01; Bronx County; New York,Black,82451
Census Tract 484; Kings County; New York,White,80324
Census Tract 484; Queens County; New York,Asian,77014
Census Tract 485; Kings County; New York,White,106893
Census Tract 485; Queens County; New York,Asian,73362
Census Tract 486; Kings County; New York,Asian,58722
Census Tract 488; Kings County; New York,White,72254
Census Tract 489; Kings County; New York,Hispanic,28503
Census Tract 489; Queens County; New York,Hispanic,56600
Census Tract 48; Bronx County; New York,Hispanic,34436
Census Tract 48; New York County; New York,White,173239
Census Tract 490; Kings County; New York,White,69575
Census Tract 491; Kings County; New York,Hispanic,41156
Census Tract 492.01; Queens County; New York,Black,66992
Census Tract 492.02; Queens County; New York,Black,104076
Census Tract 492; Kings County; New York,White,99444
Census Tract 493.01; Kings County; New York,Hispanic,24153
Census Tract 493.01; Queens County; New York,Asian,71950
Census Tract 493.02; Kings County; New York,Hispanic,51860
Census Tract 493.02; Queens County; New York,Hispanic,63125
Census Tract 494; Kings County; New York,White,96791
Census Tract 495; Kings County; New York,White,101875
Census Tract 495; Queens County; New York,White,95375
Census Tract 496; Kings County; New York,White,71952
Census Tract 496; Queens County; New York,Black,100809
Census Tract 497; Kings County; New York,White,129489
Census Tract 497; Queens County; New York,Asian,63250
Census Tract 498; Kings County; New York,Asian,73066
Census Tract 499; Kings County; New York,White,101250
Census Tract 499; Queens County; New York,Asian,80290
Census Tract 49; Kings County; New York,White,160694
Census Tract 49; New York County; New York,White,141731
Census Tract 4; Bronx County; New York,Hispanic,100553
Census Tract 4; Queens County; New York,Hispanic,78454
Census Tract 5.01; Kings County; New York,White,140795
Census Tract 5.02; Kings County; New York,White,169313
Census Tract 50.01; Bronx County; New York,Hispanic,34087
Census Tract 50.02; Bronx County; New York,Hispanic,36598
Census Tract 500.01; Kings County; New York,White,113780
Census Tract 500.02; Kings County; New York,White,117708
Census Tract 500; Queens County; New York,Black,80513
Census Tract 501; Kings County; New York,White,103846
Census Tract 502.01; Queens County; New York,Black,84233
Census Tract 502.02; Kings County; New York,White,93995
Census Tract 502.02; Queens County; New York,Black,78750
Census Tract 503; Kings County; New York,White,151250
Census Tract 504.01; Kings County; New York,White,139947
Census Tract 504.02; Kings County; New York,White,136825
Census Tract 504; Queens County; New York,Black,108598
Census Tract 505; Kings County; New York,Hispanic,70361
Census Tract 505; Queens County; New York,White,97750
Census Tract 506; Kings County; New York,Black,71316
Census Tract 506; Queens County; New York,Black,138000
Census Tract 507; Kings County; New York,White,54342
Census Tract 507; Queens County; New York,White,82703
Census Tract 508.01; Kings County; New York,Black,68125
Census Tract 508.03; Kings County; New York,Black,77625
Census Tract 508.04; Kings County; New York,Black,98729
Census Tract 508; Queens County; New York,Black,73333
Census Tract 509; Kings County; New York,White,35333
Census Tract 50; Kings County; New York,White,127431
Census Tract 50; New York County; New York,White,194750
Census Tract 50; Richmond County; New York,White,76997
Census Tract 510.01; Kings County; New York,Black,57464
Census Tract 510.02; Kings County; New York,Black,60193
Census Tract 510; Queens County; New York,Black,107601
Census Tract 511; Kings County; New York,White,72803
Census Tract 511; Queens County; New York,White,118375
Census Tract 512; Kings County; New York,Black,95236
Census Tract 512; Queens County; New York,Black,115000
Census Tract 513; Kings County; New York,White,126358
Census Tract 513; Queens County; New York,White,106949
Census Tract 514; Kings County; New York,Black,93630
Census Tract 515; Kings County; New York,White,183056
Census Tract 515; Queens County; New York,White,100864
Census Tract 516.01; Bronx County; New York,White,129109
Census Tract 516.01; Kings County; New York,Black,63672
Census Tract 516.02; Kings County; New York,Black,66875
Census Tract 516; Queens County; New York,Black,111750
Census Tract 517; Kings County; New York,White,191964
Census Tract 517; Queens County; New York,White,118587
Census Tract 518; Kings County; New York,Black,92098
Census Tract 518; Queens County; New York,Black,103456
Census Tract 519; Kings County; New York,White,205184
Census Tract 51; Bronx County; New York,Hispanic,22850
Census Tract 51; Kings County; New York,White,167650
Census Tract 51; Queens County; New York,Asian,79155
Census Tract 52.01; Kings County; New York,White,22625
Census Tract 52.02; Kings County; New York,White,103673
Census Tract 520; Kings County; New York,White,118343
Census Tract 520; Queens County; New York,Black,82426
Census Tract 521; Queens County; New York,White,106150
Census Tract 522; Queens County; New York,Black,72063
Census Tract 523; Kings County; New York,Hispanic,91111
Census Tract 524; Queens County; New York,Black,107135
Census Tract 525; Kings County; New York,White,30078
Census Tract 525; Queens County; New York,White,76827
Census Tract 526; Kings County; New York,White,83152
Census Tract 526; Queens County; New York,Black,89051
Census Tract 527; Kings County; New York,Hispanic,61563
Census Tract 528; Kings County; New York,White,120156
Census Tract 528; Queens County; New York,Black,84113
Census Tract 529; Kings County; New York,White,38690
Census Tract 52; Bronx County; New York,Hispanic,29657
Census Tract 52; New York County; New York,White,193958
Census Tract 52; Queens County; New York,Asian,79342
Census Tract 53.01; Kings County; New York,White,166302
Census Tract 53.02; Kings County; New York,Hispanic,129659
Census Tract 530; Kings County; New York,White,68234
Census Tract 530; Queens County; New York,Black,125938
Census Tract 531.01; Kings County; New York,White,19392
Census Tract 531.02; Kings County; New York,White,66487
Census Tract 531; Queens County; New York,White,62143
Census Tract 532; Kings County; New York,White,70816
Census Tract 532; Queens County; New York,Black,88802
Census Tract 533; Kings County; New York,White,27359
Census Tract 534.01; Queens County; New York,Black,127000
Census Tract 534; Kings County; New York,White,58800
Census Tract 535.01; Queens County; New York,Hispanic,82697
Census Tract 535; Kings County; New York,White,27083
Census Tract 536.01; Queens County; New York,Black,NA
Census Tract 537; Kings County; New York,White,42143
Census Tract 538; Kings County; New York,White,67521
Census Tract 538; Queens County; New York,Black,103618
Census Tract 539.01; Queens County; New York,Hispanic,88585
Census Tract 539.02; Queens County; New York,White,NA
Census Tract 539; Kings County; New York,White,32321
Census Tract 53; Bronx County; New York,Black,26437
Census Tract 53; Queens County; New York,White,112258
Census Tract 540; Queens County; New York,Black,60329
Census Tract 542; Kings County; New York,White,60750
Census Tract 542; Queens County; New York,Hispanic,81439
Census Tract 544; Kings County; New York,White,70927
Census Tract 545; Kings County; New York,White,34091
Census Tract 545; Queens County; New York,Hispanic,59980
Census Tract 546; Kings County; New York,White,60725
Census Tract 547; Kings County; New York,White,77279
Census Tract 547; Queens County; New York,Hispanic,111641
Census Tract 548; Kings County; New York,White,83750
Census Tract 548; Queens County; New York,Asian,103333
Census Tract 549; Kings County; New York,White,163269
Census Tract 549; Queens County; New York,Hispanic,89283
Census Tract 54; Bronx County; New York,Hispanic,48750
Census Tract 54; Kings County; New York,White,79370
Census Tract 54; New York County; New York,White,152018
Census Tract 54; Queens County; New York,Hispanic,79865
Census Tract 55.01; New York County; New York,White,190408
Census Tract 55.02; New York County; New York,White,138854
Census Tract 550; Kings County; New York,White,58409
Census Tract 551; Kings County; New York,White,120841
Census Tract 551; Queens County; New York,White,81000
Census Tract 552; Kings County; New York,White,91731
Census Tract 552; Queens County; New York,Asian,66357
Census Tract 553; Kings County; New York,White,131016
Census Tract 553; Queens County; New York,Hispanic,84315
Census Tract 554; Kings County; New York,White,70833
Census Tract 554; Queens County; New York,Asian,90685
Census Tract 555; Kings County; New York,White,187115
Census Tract 555; Queens County; New York,Hispanic,75917
Census Tract 556; Kings County; New York,White,66048
Census Tract 556; Queens County; New York,Hispanic,122357
Census Tract 557; Kings County; New York,White,117353
Census Tract 557; Queens County; New York,Hispanic,86346
Census Tract 558; Kings County; New York,White,68994
Census Tract 558; Queens County; New York,Hispanic,80536
Census Tract 559; Queens County; New York,Hispanic,77188
Census Tract 55; Queens County; New York,Hispanic,132500
Census Tract 56.01; Kings County; New York,White,72788
Census Tract 56.02; Kings County; New York,White,97750
Census Tract 560; Kings County; New York,White,68859
Census Tract 560; Queens County; New York,Asian,106667
Census Tract 561; Kings County; New York,White,146250
Census Tract 561; Queens County; New York,White,NA
Census Tract 562; Kings County; New York,White,122292
Census Tract 562; Queens County; New York,Asian,96528
Census Tract 563.01; Kings County; New York,White,139760
Census Tract 563.02; Kings County; New York,White,76908
Census Tract 564; Kings County; New York,White,84524
Census Tract 564; Queens County; New York,Hispanic,86667
Census Tract 565; Kings County; New York,White,113634
Census Tract 565; Queens County; New York,Hispanic,118319
Census Tract 566; Kings County; New York,White,79236
Census Tract 566; Queens County; New York,Black,70938
Census Tract 567; Queens County; New York,Hispanic,107540
Census Tract 568; Kings County; New York,White,88661
Census Tract 568; Queens County; New York,Black,106354
Census Tract 569; Kings County; New York,White,155804
Census Tract 56; Bronx County; New York,Hispanic,39572
Census Tract 56; New York County; New York,White,186028
Census Tract 570; Kings County; New York,White,77121
Census Tract 571; Kings County; New York,White,135188
Census Tract 572; Kings County; New York,Black,40330
Census Tract 573; Kings County; New York,White,106765
Census Tract 574; Kings County; New York,Asian,89125
Census Tract 575; Kings County; New York,White,138750
Census Tract 576; Kings County; New York,Asian,81711
Census Tract 577; Queens County; New York,White,83438
Census Tract 578; Kings County; New York,White,53939
Census Tract 579.01; Kings County; New York,White,140781
Census Tract 579; Queens County; New York,White,70841
Census Tract 57; New York County; New York,White,236250
Census Tract 57; Queens County; New York,White,94884
Census Tract 580; Kings County; New York,White,36984
Census Tract 580; Queens County; New York,Black,122411
Census Tract 581; Queens County; New York,Hispanic,74085
Census Tract 582; Kings County; New York,White,54567
Census Tract 582; Queens County; New York,Black,116369
Census Tract 583; Queens County; New York,White,103774
Census Tract 584; Kings County; New York,White,71944
Census Tract 585; Queens County; New York,White,86667
Census Tract 586; Kings County; New York,Asian,79143
Census Tract 587; Queens County; New York,White,98016
Census Tract 588; Kings County; New York,White,85074
Census Tract 589.01; Kings County; New York,White,100938
Census Tract 589; Queens County; New York,White,75089
Census Tract 58; Kings County; New York,White,73483
Census Tract 58; New York County; New York,White,186191
Census Tract 58; Queens County; New York,Hispanic,91075
Census Tract 59.01; Richmond County; New York,White,90171
Census Tract 59.02; Bronx County; New York,Hispanic,48456
Census Tract 590; Kings County; New York,Asian,72292
Census Tract 590; Queens County; New York,Black,86000
Census Tract 591; Kings County; New York,White,130372
Census Tract 591; Queens County; New York,Hispanic,72671
Census Tract 592; Kings County; New York,White,54919
Census Tract 592; Queens County; New York,Black,97250
Census Tract 593; Kings County; New York,White,106389
Census Tract 593; Queens County; New York,White,78462
Census Tract 594.02; Kings County; New York,White,77500
Census Tract 594.03; Kings County; New York,Asian,79148
Census Tract 594.04; Kings County; New York,White,76179
Census Tract 594; Queens County; New York,Black,149904
Census Tract 595.01; Queens County; New York,White,75250
Census Tract 595.02; Queens County; New York,Hispanic,59386
Census Tract 596; Kings County; New York,White,53212
Census Tract 596; Queens County; New York,Black,88913
Census Tract 598; Kings County; New York,White,80633
Census Tract 598; Queens County; New York,Black,103203
Census Tract 599; Queens County; New York,White,84125
Census Tract 59; Kings County; New York,White,103578
Census Tract 59; New York County; New York,White,166250
Census Tract 59; Queens County; New York,White,88099
Census Tract 600; Kings County; New York,White,94482
Census Tract 600; Queens County; New York,Black,94583
Census Tract 601; Queens County; New York,White,88750
Census Tract 603; Queens County; New York,White,90938
Census Tract 606; Kings County; New York,White,94722
Census Tract 606; Queens County; New York,Black,98661
Census Tract 607.01; Queens County; New York,White,NA
Census Tract 608; Kings County; New York,White,68349
Census Tract 608; Queens County; New York,Black,130208
Census Tract 60; Bronx County; New York,Hispanic,47375
Census Tract 60; Kings County; New York,Hispanic,69583
Census Tract 60; New York County; New York,White,202632
Census Tract 610.02; Kings County; New York,White,78468
Census Tract 610.03; Kings County; New York,Hispanic,49010
Census Tract 610.04; Kings County; New York,White,38137
Census Tract 610; Queens County; New York,Black,107115
Census Tract 612; Kings County; New York,White,148693
Census Tract 612; Queens County; New York,Black,127420
Census Tract 613.01; Queens County; New York,White,72055
Census Tract 614; Queens County; New York,Black,144500
Census Tract 616.01; Queens County; New York,Black,101250
Census Tract 616.02; Queens County; New York,Black,121058
Census Tract 616; Kings County; New York,White,172462
Census Tract 618; Queens County; New York,Black,96587
Census Tract 619; Queens County; New York,White,82500
Census Tract 61; Bronx County; New York,Black,66430
Census Tract 61; New York County; New York,White,250001
Census Tract 61; Queens County; New York,White,111923
Census Tract 62.01; Queens County; New York,White,71699
Census Tract 62.02; Queens County; New York,Hispanic,72061
Census Tract 620; Kings County; New York,White,87052
Census Tract 620; Queens County; New York,Black,112409
Census Tract 621; Queens County; New York,White,87955
Census Tract 622; Kings County; New York,White,66313
Census Tract 622; Queens County; New York,Black,115347
Census Tract 623; Queens County; New York,White,77986
Census Tract 625; Queens County; New York,White,74432
Census Tract 626; Kings County; New York,White,76125
Census Tract 626; Queens County; New York,Black,111659
Census Tract 627; Queens County; New York,White,76447
Census Tract 628; Kings County; New York,White,108227
Census Tract 629; Queens County; New York,White,94055
Census Tract 62; Bronx County; New York,Hispanic,30236
Census Tract 62; Kings County; New York,White,74698
Census Tract 62; New York County; New York,White,96912
Census Tract 63.01; Bronx County; New York,Hispanic,55396
Census Tract 630; Queens County; New York,Black,116034
